b	c	x	h	l
0.01	0.095	4.630575246591729	3.2772730612875664e-8	5.088629170768277
0.01	0.1	4.630575246484766	3.052625310487825e-8	5.088629171204397
0.01	0.105	4.630575246381712	2.850397513321175e-8	5.08862917163783
0.01	0.11	4.630575246282007	2.6673930174657957e-8	5.088629172068955
0.01	0.115	4.630575246185195	2.5009951706342857e-8	5.0886291724980826
0.01	0.12	4.630575246090901	2.3490416400520092e-8	5.08862917292548
0.01	0.125	4.630575245998809	2.209729913893777e-8	5.088629173351356
0.01	0.13	4.630575245908656	2.081545303967483e-8	5.0886291737758995
0.01	0.135	4.630575245820219	1.9632059665622553e-8	5.088629174199256
0.01	0.14	4.630575245733307	1.8536195691306807e-8	5.088629174621565
0.01	0.145	4.630575245647757	1.751849647023935e-8	5.088629175042935
0.01	0.15	4.630575245563429	1.657088677695318e-8	5.088629175463467
0.01	0.155	4.630575245480198	1.5686367031931243e-8	5.088629175883235
0.01	0.16	4.630575245397963	1.4858840050144817e-8	5.088629176302323
0.01	0.165	4.630575245316627	1.4082968662190768e-8	5.088629176720793
0.01	0.17	4.630575245236109	1.3354063194211915e-8	5.088629177138695
0.01	0.175	4.630575245156337	1.2667984251851919e-8	5.088629177556084
0.01	0.18	4.630575245077249	1.2021065170758953e-8	5.0886291779730035
0.01	0.185	4.630575244998784	1.1410046242616894e-8	5.088629178389488
0.01	0.19	4.6305752449208955	1.0832019780772965e-8	5.088629178805579
0.01	0.195	4.630575244843537	1.0284383848320306e-8	5.088629179221311
0.01	0.2	4.630575244766668	9.764803102348482e-9	5.088629179636702
0.01	0.205	4.630575244690249	9.271175501106707e-9	5.088629180051778
0.01	0.21	4.63057524461425	8.801603880898612e-9	5.088629180466566
0.01	0.215	4.630575244538641	8.354371643815839e-9	5.0886291808810915
0.01	0.22	4.630575244463394	7.92792150933819e-9	5.088629181295363
0.01	0.225	4.630575244388484	7.520837960685521e-9	5.088629181709404
0.01	0.23	4.630575244313889	7.131831037543263e-9	5.088629182123225
0.01	0.235	4.630575244239589	6.759722692795804e-9	5.0886291825368435
0.01	0.24	4.630575244165564	6.403435474856753e-9	5.088629182950272
0.01	0.245	4.630575244091798	6.061981061772765e-9	5.088629183363526
0.01	0.25	4.630575244018273	5.734452225947086e-9	5.088629183776608
0.01	0.255	4.630575243944978	5.420014179195964e-9	5.0886291841895375
0.01	0.26	4.630575243871897	5.117897327931588e-9	5.088629184602317
0.01	0.265	4.630575243799019	4.827391477967282e-9	5.088629185014958
0.01	0.27	4.630575243726331	4.547839864934585e-9	5.088629185427465
0.01	0.275	4.630575243653824	4.278634413362088e-9	5.088629185839849
0.01	0.28	4.630575243581487	4.0192110668241255e-9	5.088629186252116
0.01	0.285	4.630575243509311	3.769046330594174e-9	5.08862918666427
0.01	0.29	4.630575243437289	3.527653108378384e-9	5.0886291870763225
0.01	0.295	4.630575243365411	3.2945780693926003e-9	5.088629187488272
0.01	0.3	4.63057524329367	3.0693985184105545e-9	5.088629187900127
0.01	0.305	4.6305752432220615	2.8517199900800214e-9	5.088629188311894
0.01	0.31	4.6305752431505764	2.6411737968713344e-9	5.0886291887235755
0.01	0.315	4.630575243079209	2.437415071444642e-9	5.0886291891351725
0.01	0.32	4.630575243007955	2.2401207350441644e-9	5.088629189546696
0.01	0.325	4.630575242936808	2.048988027856323e-9	5.088629189958142
0.01	0.33	4.630575242865763	1.863732718625879e-9	5.088629190369517
0.01	0.335	4.630575242794817	1.6840878144202217e-9	5.088629190780828
0.01	0.34	4.630575242723963	1.5098022525641695e-9	5.088629191192069
0.01	0.345	4.6305752426532	1.3406397518376665e-9	5.088629191603257
0.01	0.35	4.630575242582521	1.176377663832692e-9	5.08862919201438
0.01	0.355	4.630575242511923	1.0168060679514971e-9	5.0886291924254445
0.01	0.36	4.630575242441404	8.617269500257315e-10	5.088629192836459
0.01	0.365	4.630575242370961	7.109532183772174e-10	5.088629193247423
0.01	0.37	4.63057524230059	5.643080061456573e-10	5.088629193658335
0.01	0.375	4.630575242230287	4.2162400679499226e-10	5.0886291940692026
0.01	0.38	4.630575242160051	2.8274291713974053e-10	5.088629194480022
0.01	0.385	4.630575242089877	1.4751467487187911e-10	5.088629194890794
0.01	0.39	4.630575242019766	1.5797049355918068e-11	5.0886291953015315
0.01	0.395	4.630575241949713	-1.1254494255955881e-10	5.088629195712224
0.01	0.4	4.6305752418797175	-2.3763941048822606e-10	5.088629196122877
0.01	0.405	4.630575241809775	-3.596080759596304e-10	5.0886291965334935
0.01	0.41	4.630575241739886	-4.78566652424773e-10	5.088629196944076
0.01	0.415	4.630575241670047	-5.946252069074405e-10	5.088629197354621
0.01	0.42	4.630575241600258	-7.078885350466512e-10	5.088629197765137
0.01	0.425	4.630575241530513	-8.184563811115832e-10	5.088629198175609
0.01	0.43	4.630575241460816	-9.264238400435129e-10	5.08862919858606
0.01	0.435	4.630575241391162	-1.0318816154981032e-9	5.088629198996477
0.01	0.44	4.63057524132155	-1.1349161743522324e-9	5.088629199406866
0.01	0.445	4.630575241251979	-1.235610100121637e-9	5.088629199817225
0.01	0.45	4.630575241182448	-1.3340422454875891e-9	5.088629200227562
0.01	0.455	4.630575241112954	-1.4302879893924139e-9	5.088629200637869
0.01	0.46	4.6305752410434975	-1.5244193672768398e-9	5.088629201048153
0.01	0.465	4.630575240974077	-1.6165052935511643e-9	5.088629201458411
0.01	0.47	4.63057524090469	-1.7066117496029247e-9	5.088629201868645
0.01	0.475	4.630575240835338	-1.7948018440518048e-9	5.0886292022788595
0.01	0.48	4.630575240766016	-1.881136084510574e-9	5.088629202689044
0.01	0.485	4.630575240696727	-1.965672434066488e-9	5.088629203099215
0.01	0.49	4.630575240627468	-2.0484664914251854e-9	5.088629203509359
0.01	0.495	4.6305752405582385	-2.1295715614859767e-9	5.088629203919487
0.01	0.5	4.630575240489037	-2.2090388053142674e-9	5.0886292043295915
0.02	0.	4.652427658929374	0.9999996175308428	5.143230324559424
0.02	0.005	4.6593580405634	0.9999991860006521	5.102339253286884
0.02	0.01	4.630575591905578	9.900446670147237e-6	5.0886289240534675
0.02	0.015	4.630575271717824	7.043957944563663e-7	5.088629147317161
0.02	0.02	4.6305752596815655	3.609517280568857e-7	5.088629155969004
0.02	0.025	4.6305752554167885	2.405166621785369e-7	5.088629159268576
0.02	0.03	4.6305752532092965	1.7911699756926738e-7	5.088629161151307
0.02	0.035	4.63057525184418	1.418899652703028e-7	5.088629162453894
0.02	0.04	4.630575250905799	1.1690846562260246e-7	5.088629163462595
0.02	0.045	4.6305752502133375	9.898379758941445e-8	5.088629164301932
0.02	0.05	4.630575249675488	8.549586558598523e-8	5.0886291650347895
0.02	0.055	4.630575249241169	7.497881328737672e-8	5.088629165696347
0.02	0.06	4.630575248879569	6.654845798825879e-8	5.088629166307826
0.02	0.065	4.630575248570998	5.963981413360445e-8	5.088629166882783
0.02	0.07	4.630575248302286	5.387497624609112e-8	5.088629167430288
0.02	0.075	4.630575248064292	4.8991605167903545e-8	5.08862916795664
0.02	0.08	4.630575247850471	4.480189003968186e-8	5.088629168466342
0.02	0.085	4.630575247656013	4.116783639609879e-8	5.08862916896271
0.02	0.09	4.630575247477307	3.798577739669768e-8	5.088629169448231
0.02	0.095	4.630575247311587	3.517632135247759e-8	5.088629169924811
0.02	0.1	4.630575247156695	3.2677644787570416e-8	5.088629170393929
0.02	0.105	4.630575247010931	3.0440882570150076e-8	5.088629170856763
0.02	0.11	4.630575246872931	2.842690438067502e-8	5.088629171314251
0.02	0.115	4.630575246741589	2.6604004808563152e-8	5.088629171767151
0.02	0.12	4.630575246616003	2.494622221087915e-8	5.088629172216091
0.02	0.125	4.63057524649542	2.343209433705211e-8	5.088629172661578
0.02	0.13	4.630575246379221	2.2043724517095363e-8	5.088629173104052
0.02	0.135	4.630575246266882	2.0766068674767328e-8	5.088629173543871
0.02	0.14	4.630575246157956	1.9586392632751366e-8	5.088629173981334
0.02	0.145	4.630575246052065	1.8493841530214897e-8	5.088629174416705
0.02	0.15	4.630575245948887	1.7479107181611657e-8	5.088629174850213
0.02	0.155	4.63057524584814	1.6534161755227502e-8	5.0886291752820405
0.02	0.16	4.630575245749585	1.5652045151672384e-8	5.088629175712366
0.02	0.165	4.630575245653005	1.4826692209328522e-8	5.088629176141326
0.02	0.17	4.63057524555822	1.4052795229622186e-8	5.08862917656905
0.02	0.175	4.6305752454650655	1.332568752750692e-8	5.0886291769956555
0.02	0.18	4.630575245373397	1.2641250340563805e-8	5.08862917742123
0.02	0.185	4.630575245283089	1.199583454729094e-8	5.088629177845873
0.02	0.19	4.630575245194027	1.1386195584555131e-8	5.088629178269654
0.02	0.195	4.630575245106113	1.0809438893298524e-8	5.088629178692653
0.02	0.2	4.630575245019252	1.0262973965793344e-8	5.088629179114918
0.02	0.205	4.630575244933367	9.744475442390287e-9	5.088629179536514
0.02	0.21	4.630575244848384	9.251850034537816e-9	5.088629179957489
0.02	0.215	4.630575244764235	8.783208279515413e-9	5.088629180377888
0.02	0.22	4.6305752446808635	8.336840318180362e-9	5.088629180797751
0.02	0.225	4.630575244598215	7.911195056108855e-9	5.0886291812171205
0.02	0.23	4.630575244516239	7.504862203245386e-9	5.0886291816360245
0.02	0.235	4.63057524443489	7.11655645757379e-9	5.088629182054496
0.02	0.24	4.630575244354129	6.7451041502781555e-9	5.088629182472564
0.02	0.245	4.630575244273919	6.389431556003696e-9	5.088629182890254
0.02	0.25	4.630575244194223	6.0485538417554786e-9	5.088629183307587
0.02	0.255	4.630575244115011	5.721566855890785e-9	5.088629183724584
0.02	0.26	4.6305752440362555	5.407638430053664e-9	5.088629184141274
0.02	0.265	4.630575243957927	5.106001619994418e-9	5.0886291845576626
0.02	0.27	4.630575243880003	4.81594837865854e-9	5.088629184973777
0.02	0.275	4.630575243802459	4.536824027898651e-9	5.088629185389628
0.02	0.28	4.630575243725276	4.268022303752364e-9	5.08862918580523
0.02	0.285	4.6305752436484315	4.008981029022952e-9	5.088629186220599
0.02	0.29	4.6305752435719105	3.759177947166172e-9	5.088629186635746
0.02	0.295	4.630575243495694	3.518127589991538e-9	5.088629187050686
0.02	0.3	4.6305752434197665	3.2853778535282444e-9	5.088629187465422
0.02	0.305	4.630575243344114	3.060507220441663e-9	5.088629187879973
0.02	0.31	4.630575243268722	2.843122307772532e-9	5.088629188294343
0.02	0.315	4.630575243193578	2.6328554241925097e-9	5.088629188708539
0.02	0.32	4.63057524311867	2.4293626379017478e-9	5.088629189122577
0.02	0.325	4.630575243043987	2.2323216807342965e-9	5.088629189536457
0.02	0.33	4.630575242969518	2.0414305270819046e-9	5.088629189950188
0.02	0.335	4.6305752428952545	1.8564057563518766e-9	5.0886291903637835
0.02	0.34	4.630575242821186	1.6769810006642654e-9	5.088629190777242
0.02	0.345	4.630575242747303	1.5029058124818478e-9	5.088629191190573
0.02	0.35	4.630575242673598	1.3339444860467612e-9	5.088629191603778
0.02	0.355	4.630575242600064	1.1698748562483971e-9	5.08862919201687
0.02	0.36	4.630575242526693	1.0104875993780631e-9	5.088629192429847
0.02	0.365	4.630575242453479	8.555850651183259e-10	5.088629192842718
0.02	0.37	4.630575242380415	7.049806228383996e-10	5.0886291932554855
0.02	0.375	4.630575242307493	5.584977562189984e-10	5.08862919366815
0.02	0.38	4.63057524223471	4.1596965286013543e-10	5.088629194080724
0.02	0.385	4.630575242162058	2.772382179028913e-10	5.088629194493203
0.02	0.39	4.6305752420895345	1.421537684171473e-10	5.088629194905598
0.02	0.395	4.630575242017133	1.0574361487776852e-11	5.088629195317911
0.02	0.4	4.6305752419448485	-1.1763467533547507e-10	5.08862919573014
0.02	0.405	4.630575241872678	-2.426012013832672e-10	5.08862919614229
0.02	0.41	4.630575241800615	-3.644466891884823e-10	5.088629196554368
0.02	0.415	4.630575241728658	-4.832866147746572e-10	5.088629196966373
0.02	0.42	4.630575241656801	-5.992308546990237e-10	5.088629197378307
0.02	0.425	4.63057524158504	-7.12383934427583e-10	5.088629197790173
0.02	0.43	4.630575241513375	-8.228454597916923e-10	5.0886291982019785
0.02	0.435	4.6305752414418	-9.30710324213511e-10	5.088629198613722
0.02	0.44	4.630575241370312	-1.0360690638279517e-9	5.0886291990254
0.02	0.445	4.630575241298907	-1.1390079782905162e-9	5.088629199437022
0.02	0.45	4.630575241227586	-1.2396094892446299e-9	5.088629199848588
0.02	0.455	4.630575241156342	-1.3379523453389256e-9	5.088629200260102
0.02	0.46	4.630575241085175	-1.434111727351338e-9	5.088629200671564
0.02	0.465	4.630575241014081	-1.5281595808394035e-9	5.088629201082972
0.02	0.47	4.630575240943059	-1.6201647132152113e-9	5.0886292014943315
0.02	0.475	4.630575240872105	-1.7101929288582508e-9	5.088629201905647
0.02	0.48	4.6305752408012175	-1.7983072813889269e-9	5.088629202316913
0.02	0.485	4.630575240730396	-1.884568149064843e-9	5.088629202728137
0.02	0.49	4.630575240659636	-1.9690334222759375e-9	5.088629203139315
0.02	0.495	4.630575240588937	-2.0517585801242825e-9	5.088629203550453
0.02	0.5	4.630575240518296	-2.132796848050536e-9	5.088629203961551
0.03	0.	4.663371751965581	0.9999997514936009	5.1705635480553305
0.03	0.005	4.670394426307094	0.9999996121551821	5.129777377860776
0.03	0.01	4.67734868908742	0.9999991497719101	5.088629195235152
0.03	0.015	4.630575615848017	7.062586229486566e-6	5.088628903641166
0.03	0.02	4.630575282648301	6.787680703289306e-7	5.088629139807298
0.03	0.025	4.630575265600215	3.539201457880183e-7	5.088629151909244
0.03	0.03	4.63057525943596	2.3728983441020578e-7	5.088629156516393
0.03	0.035	4.630575256230934	1.772722390372891e-7	5.088629159085815
0.03	0.04	4.6305752542513074	1.4069768340687476e-7	5.088629160811423
0.03	0.045	4.630575252896429	1.1607504729605564e-7	5.088629162106838
0.03	0.05	4.63057525190307	9.83686159300794e-8	5.088629163153307
0.03	0.055	4.630575251137667	8.502319665647796e-8	5.088629164042812
0.03	0.06	4.63057525052524	7.460431646935226e-8	5.088629164826979
0.03	0.065	4.630575250020439	6.624444613070308e-8	5.088629165537032
0.03	0.07	4.630575249594232	5.938811082778421e-8	5.08862916619297
0.03	0.075	4.630575249227163	5.366315669712906e-8	5.088629166808182
0.03	0.08	4.6305752489057115	4.881088985739541e-8	5.088629167391987
0.03	0.085	4.630575248620184	4.4645898762485945e-8	5.088629167951053
0.03	0.09	4.630575248363454	4.103182444117048e-8	5.088629168490282
0.03	0.095	4.630575248130162	3.786613337900633e-8	5.088629169013384
0.03	0.1	4.630575247916202	3.507026211771779e-8	5.088629169523169
0.03	0.105	4.630575247718371	3.258298085404882e-8	5.088629170021847
0.03	0.11	4.63057524753414	3.03558715427575e-8	5.088629170511163
0.03	0.115	4.63057524736148	2.83501416479226e-8	5.088629170992506
0.03	0.12	4.630575247198751	2.65343456748888e-8	5.088629171467018
0.03	0.125	4.630575247044601	2.4882724391818572e-8	5.08862917193562
0.03	0.13	4.63057524689792	2.337397560462588e-8	5.0886291723990755
0.03	0.135	4.630575246757778	2.199032788712039e-8	5.08862917285803
0.03	0.14	4.630575246623394	2.0716842394408473e-8	5.088629173313017
0.03	0.145	4.630575246494107	1.95408664435723e-8	5.088629173764498
0.03	0.15	4.630575246369354	1.845161314229935e-8	5.088629174212856
0.03	0.155	4.63057524624865	1.7439830914138704e-8	5.088629174658426
0.03	0.16	4.630575246131579	1.6497538282278638e-8	5.088629175101495
0.03	0.165	4.630575246017778	1.5617814764846017e-8	5.088629175542312
0.03	0.17	4.630575245906932	1.4794627655540018e-8	5.088629175981093
0.03	0.175	4.630575245798766	1.4022697335365442e-8	5.08862917641803
0.03	0.18	4.630575245693036	1.3297380753626196e-8	5.0886291768532885
0.03	0.185	4.630575245589529	1.2614579433823586e-8	5.088629177287019
0.03	0.19	4.630575245488053	1.1970661692458735e-8	5.088629177719347
0.03	0.195	4.630575245388442	1.1362398022929904e-8	5.088629178150392
0.03	0.2	4.630575245290544	1.0786906921821198e-8	5.088629178580261
0.03	0.205	4.6305752451942235	1.0241609246028585e-8	5.088629179009039
0.03	0.21	4.630575245099362	9.724189566205221e-9	5.088629179436817
0.03	0.215	4.630575245005846	9.232563301825173e-9	5.08862917986366
0.03	0.22	4.630575244913581	8.764848721106403e-9	5.0886291802896455
0.03	0.225	4.630575244822478	8.319342517897232e-9	5.088629180714836
0.03	0.23	4.630575244732455	7.894499794988187e-9	5.088629181139281
0.03	0.235	4.630575244643438	7.48891552076163e-9	5.088629181563034
0.03	0.24	4.63057524455536	7.101309122321604e-9	5.088629181986136
0.03	0.245	4.630575244468162	6.730511180939322e-9	5.088629182408631
0.03	0.25	4.630575244381785	6.375451574684482e-9	5.088629182830563
0.03	0.255	4.630575244296182	6.035149110892599e-9	5.088629183251967
0.03	0.26	4.630575244211301	5.708702622425663e-9	5.088629183672868
0.03	0.265	4.630575244127102	5.395282570817482e-9	5.0886291840933024
0.03	0.27	4.630575244043544	5.094124619922588e-9	5.0886291845132945
0.03	0.275	4.63057524396059	4.804522934059159e-9	5.0886291849328735
0.03	0.28	4.630575243878205	4.525824866669018e-9	5.088629185352055
0.03	0.285	4.6305752437963585	4.257426005549012e-9	5.088629185770865
0.03	0.29	4.630575243715022	3.99876585319305e-9	5.088629186189331
0.03	0.295	4.630575243634167	3.749323704441088e-9	5.088629186607463
0.03	0.3	4.630575243553768	3.5086154514835046e-9	5.088629187025274
0.03	0.305	4.630575243473802	3.2761903680602836e-9	5.088629187442794
0.03	0.31	4.630575243394248	3.051628016010981e-9	5.088629187860031
0.03	0.315	4.630575243315083	2.834536125112824e-9	5.088629188276996
0.03	0.32	4.630575243236291	2.624548028112481e-9	5.088629188693707
0.03	0.325	4.6305752431578515	2.421320591015454e-9	5.088629189110174
0.03	0.33	4.630575243079749	2.224532483562803e-9	5.088629189526411
0.03	0.335	4.630575243001966	2.0338825040625826e-9	5.088629189942424
0.03	0.34	4.63057524292449	1.8490878417480475e-9	5.088629190358225
0.03	0.345	4.630575242847307	1.669882829988166e-9	5.088629190773831
0.03	0.35	4.630575242770402	1.4960176608360317e-9	5.0886291911892405
0.03	0.355	4.630575242693765	1.3272570899936525e-9	5.0886291916044675
0.03	0.36	4.630575242617382	1.163379643208994e-9	5.088629192019518
0.03	0.365	4.630575242541243	1.0041763768112656e-9	5.0886291924344
0.03	0.37	4.63057524246534	8.494501484924206e-10	5.0886291928491225
0.03	0.375	4.63057524238966	6.99014654012002e-10	5.088629193263689
0.03	0.38	4.630575242314195	5.526939234606405e-10	5.0886291936781065
0.03	0.385	4.630575242238936	4.10321405556584e-10	5.088629194092383
0.03	0.39	4.630575242163876	2.7173937569375797e-10	5.088629194506524
0.03	0.395	4.630575242089006	1.3679851017086074e-10	5.088629194920533
0.03	0.4	4.630575242014319	5.357119386332966e-12	5.088629195334416
0.03	0.405	4.630575241939808	-1.2271916900260132e-10	5.08862919574818
0.03	0.41	4.630575241865466	-2.4755794941421436e-10	5.0886291961618255
0.03	0.415	4.630575241791288	-3.6928044611666737e-10	5.0886291965753605
0.03	0.42	4.630575241717264	-4.880019197837347e-10	5.088629196988782
0.03	0.425	4.630575241643394	-6.038319755114795e-10	5.088629197402104
0.03	0.43	4.630575241569669	-7.168749848564163e-10	5.088629197815328
0.03	0.435	4.630575241496083	-8.272303294678365e-10	5.08862919822845
0.03	0.44	4.630575241422634	-9.34992773865499e-10	5.088629198641482
0.03	0.445	4.630575241349316	-1.040252602232778e-9	5.088629199054421
